asset_id,asset_key,dataset,link,source,publisher,themes,used_by,datatype,size,variable_count,variables
ASSET-0070,MOP:commingled-recycling-collected-at-centre-place-2016,Commingled recycling collected at Centre Place 2016,https://data.melbourne.vic.gov.au/explore/dataset/commingled-recycling-collected-at-centre-place-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,366,6,date | total_1100_litre_bins_filled | time_bin_1_spot_weight_checked | time_bin_2_spot_weight_checked | time_bin_3_spot_weight_checked | daily_estimated_net_weight_kg
ASSET-0071,MOP:commingled-recycling-collected-at-degraves-st-hub-2016,Commingled recycling collected at Degraves St Hub 2016,https://data.melbourne.vic.gov.au/explore/dataset/commingled-recycling-collected-at-degraves-st-hub-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,366,12,day | date | number_of_1100_litre_bins_filled | time_bin_1_spot_check_weight_recorded | time_bin_2_spot_check_weight_recorded | time_bin_3_spot_check_weight_recorded | time_bin_4_spot_check_weight_recorded | time_bin_5_spot_check_weight_recorded | daily_estimated_net_weight_kg | column_9 | column_10 | column_11
ASSET-0072,MOP:coworking-spaces,Coworking Spaces,https://data.melbourne.vic.gov.au/explore/dataset/coworking-spaces/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Geospatial,64,6,organisation | address | website | latitude | longitude | geopoint
ASSET-0073,MOP:customer-service-requests-with-digital-channel-information,Customer Service Requests (with digital channel information),https://data.melbourne.vic.gov.au/explore/dataset/customer-service-requests-with-digital-channel-information/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,42221,6,service_type | date_opened | date_closed | status | case_origin | suburb
ASSET-0074,MOP:customer-service-requests-with-resolution-time,"Customer service requests, with resolution time",https://data.melbourne.vic.gov.au/explore/dataset/customer-service-requests-with-resolution-time/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,46479,7,request_status | date_received | date_completed | suburb | category | service_desc | days_to_complete
ASSET-0075,MOP:development-activity-model-footprints,Development Activity Model Footprints,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-model-footprints/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,1274,14,dev_key | status | permit_num | bldhgt_ahd | base_ahd | address | num_floors | land_use_1 | land_use_2 | land_use_3 | shape_type | datadate | json_geometry | geo_point_2d
ASSET-0076,MOP:development-activity-model-sketchup-massing,Development Activity Model Sketchup Massing,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-model-sketchup-massing/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,0,Not stated,Not stated
ASSET-0077,MOP:development-activity-monitor,Development Activity Monitor,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-monitor/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,1444,42,data_format | development_key | status | year_completed | clue_small_area | clue_block | street_address | property_id | property_id_2 | property_id_3 | property_id_4 | property_id_5 | floors_above | resi_dwellings | studio_dwe | one_bdrm_dwe | two_bdrm_dwe | three_bdrm_dwe | student_apartments | student_beds | student_accommodation_units | institutional_accom_beds | hotel_rooms | serviced_apartments | hotels_serviced_apartments | hostel_beds | childcare_places | office_flr | retail_flr | industrial_flr | storage_flr | education_flr | hospital_flr | recreation_flr | publicdispaly_flr | community_flr | car_spaces | bike_spaces | town_planning_application | longitude | latitude | geopoint
ASSET-0078,MOP:digital-surface-model,Digital Surface Model,https://data.melbourne.vic.gov.au/explore/dataset/digital-surface-model/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,0,Not stated,Not stated
ASSET-0079,MOP:drainpipes,Drainpipes,https://data.melbourne.vic.gov.au/explore/dataset/drainpipes/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,17242,17,geo_point_2d | geo_shape | built | dnstr_pit | upstr_inv | upstr_pit | ref | width_mm | condition | carrying | operator | diameter | material | height_mm | form | mat_desc | dnstr_inv
ASSET-0080,MOP:drinking-fountains,Drinking fountains,https://data.melbourne.vic.gov.au/explore/dataset/drinking-fountains/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,332,25,assetid | description | class | type | subtype | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | installationdate | modelno | modeldescription | colourscheme | locationdescription | propertyname | roadsegmentdescription | easting | northing | latitude | longitude | json_geometry | geo_point_2d
ASSET-0084,MOP:environmental-resources-consumed-including-air-travel-chemicals-electricity-fuel,"Environmental resources consumed, including air travel, chemicals, electricity, fuel, gas, water, and waste generated 2013-14",https://data.melbourne.vic.gov.au/explore/dataset/environmental-resources-consumed-including-air-travel-chemicals-electricity-fuel/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,9474,12,branch | asset_name | resource_category | resource_type | amount | unit | total_greenhouse_gases_t_co2_e | billing_start_date | billing_end_date | com_or_supply_chain | peak_amount | off_peak_amount
ASSET-0085,MOP:estimated-greenhouse-gas-emissions-generated-by-degraves-st-recycling-facility-2,Estimated greenhouse gas emissions generated by Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/estimated-greenhouse-gas-emissions-generated-by-degraves-st-recycling-facility-2/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,364,14,week_day | date_in | weight_in_kg | weight_out_kg | est_co2_e_produced_if_landfill_ton | est_energy_use_kwh | est_co2_e_produced_by_dehydrator_ton | reduction_co2_e_ton | reduction | cumulative_co2_e_produced_ton | cumulative_co2_e_reduction_ton | black_ballon_produced_per_cycle | cumulative_co2_e_produced_black_balloons | cumulative_co2_e_reduction_black_balloons
ASSET-0086,MOP:event-permits-2014-2018-including-film-shoots-photo-shoots-weddings-christmas-pa,"Event permits 2014-2018 including film shoots, photo shoots, weddings, Christmas parties, promotions, fun runs and public events.",https://data.melbourne.vic.gov.au/explore/dataset/event-permits-2014-2018-including-film-shoots-photo-shoots-weddings-christmas-pa/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Events,,Tabular,2827,6,title | event_start | event_end | category_1 | category_2 | location
ASSET-0087,MOP:families-with-children-profile-2016-aged-0-12-years,Families with Children Profile 2016 (aged 0-12 years),https://data.melbourne.vic.gov.au/explore/dataset/families-with-children-profile-2016-aged-0-12-years/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,671,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0006,MOP:feature-lighting-including-light-type-wattage-and-location,"Feature Lighting (including light type, wattage and location)",https://data.melbourne.vic.gov.au/explore/dataset/feature-lighting-including-light-type-wattage-and-location/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,UC00157,Geospatial,5836,20,assetid | description | class | type | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | locationdescription | propertyname | roadsegmentdescription | featuredescription | lightmounting | lamptype | lamprating | json_geometry | geo_point_2d
ASSET-0088,MOP:fees-and-charges-2014-15,Fees and charges 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/fees-and-charges-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,1854,5,financial_year | branch | name_of_product_or_service | unit_of_measure | price_per_unit_including_gst
ASSET-0089,MOP:fire-hydrants,Fire Hydrants,https://data.melbourne.vic.gov.au/explore/dataset/fire-hydrants/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,4006,15,assetid | description | class | company | ownership | evaluationdate | installationdate | firehydranttype | firehydrantmaintainer | locationdescription | roadsegmentdescription | easting | northing | json_geometry | geo_point_2d
ASSET-0090,MOP:floor-space-by-block-by-anzsic,Floor space per ANZSIC for blocks,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-by-block-by-anzsic/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,23,census_year | block_id | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_floor_space_in_block
ASSET-0093,MOP:floor-space-per-anzsic-in-municipality,Floor space per ANZSIC in municipality,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-per-anzsic-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,22,census_year | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_floor_space_in_block
ASSET-0091,MOP:floor-space-by-block-by-clue-industry,Floor space per CLUE industry for blocks,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-by-block-by-clue-industry/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,24,census_year | block_id | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_floor_space_in_block
ASSET-0094,MOP:floor-space-per-clue-industry-in-municipality,Floor space per CLUE industry in municipality,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-per-clue-industry-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,23,census_year | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_floor_space_in_block
ASSET-0092,MOP:floor-space-by-use-by-block,Floor space per space use for blocks,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-by-use-by-block/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,41,census_year | block_id | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_floor_space_in_block
ASSET-0095,MOP:floor-space-per-space-use-in-municipality,Floor space per space use in municipality,https://data.melbourne.vic.gov.au/explore/dataset/floor-space-per-space-use-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,40,census_year | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_floor_space_in_block
ASSET-0096,MOP:footpath-steepness,Footpath steepness,https://data.melbourne.vic.gov.au/explore/dataset/footpath-steepness/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,33585,15,geo_point_2d | geo_shape | grade1in | gradepc | segside | statusid | asset_type | deltaz | streetid | mccid_int | mcc_id | address | rlmax | rlmin | distance
ASSET-0097,MOP:footpaths,Footpaths,https://data.melbourne.vic.gov.au/explore/dataset/footpaths/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,12222,27,geo_point_2d | geo_shape | prop_id | name | shape_stle | addresspt1 | xorg | ext_id | asset_clas | label | asset_type | easting | last_edite | created_us | northing | created_da | str_id | addresspt | asset_subt | xsource | profile | last_edi_1 | xdate | xdrawing | mcc_id | shape_star | roadseg_id
ASSET-0098,MOP:former-creeks-in-melbourne-urban-forest,Former creeks in Melbourne (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/former-creeks-in-melbourne-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,14,4,geo_point_2d | geo_shape | id | source
ASSET-0099,MOP:former-lakes-and-wetlands-in-melbourne,Former lakes and wetlands in Melbourne,https://data.melbourne.vic.gov.au/explore/dataset/former-lakes-and-wetlands-in-melbourne/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,35,5,geo_point_2d | geo_shape | id | source | type
ASSET-0100,MOP:free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-,"Free and cheap support services, with opening hours, public transport and parking options (Helping Out)",https://data.melbourne.vic.gov.au/explore/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Geospatial,119,34,name | what | who | address_1 | address_2 | suburb | phone | phone_2 | free_call | email | website | twitter | social_media | monday | tuesday | wednesday | thursday | friday | saturday | sunday | public_holidays | cost | tram_routes | bus_routes | nearest_train_station | category_1 | category_2 | category_3 | category_4 | category_5 | category_6 | longitude | latitude | geocoded_location
ASSET-0101,MOP:garbage-collection-zones,Garbage collection zones,https://data.melbourne.vic.gov.au/explore/dataset/garbage-collection-zones/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,6,20,geo_point_2d | geo_shape | desc | name | rec_ok | rec_weeks | rub_start | rub_ok | rub_day | info_url | rub_notok | rec_url | rec_name | rec_notok | rub_name | rec_day | rub_weeks | rec_start | rub_url | missed_ph
ASSET-0102,MOP:greenhouse-gas-conversion-factors-for-environmental-reporting-with-sources,"Greenhouse gas conversion factors for environmental reporting, with sources",https://data.melbourne.vic.gov.au/explore/dataset/greenhouse-gas-conversion-factors-for-environmental-reporting-with-sources/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,27,9,resource_category | energy_content | unit | scope1 | scope2 | scope3 | source | website_link | notes
ASSET-0104,MOP:high-rise-residents-profile-2016,High Rise Residents Profile 2016,https://data.melbourne.vic.gov.au/explore/dataset/high-rise-residents-profile-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,3389,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0105,MOP:house-prices-by-small-area-sale-year,House Prices by Small Area - Sale Year,https://data.melbourne.vic.gov.au/explore/dataset/house-prices-by-small-area-sale-year/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,347,5,sale_year | small_area | type | median_price | transaction_count
ASSET-0106,MOP:house-prices-by-small-area-transfer-year,House Prices by Small Area - Transfer Year,https://data.melbourne.vic.gov.au/explore/dataset/house-prices-by-small-area-transfer-year/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,340,5,transfer_year | small_area | type | median_price | transaction_count
ASSET-0107,MOP:indicators-of-quality-of-life-and-city-services-by-year,Indicators of quality of life and city services by year,https://data.melbourne.vic.gov.au/explore/dataset/indicators-of-quality-of-life-and-city-services-by-year/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,100,11,number | indicator_theme | indicator_variable | indicator_descriptor | type | greater_melbourne_value | greater_melbourne_year | greater_melbourne_units | melbourne_municipality_value | melbourne_municipality_year | melbourne_municipality_units
ASSET-0108,MOP:indicators-of-wellbeing-by-year-future-melbourne,Indicators of wellbeing by year (Future Melbourne),https://data.melbourne.vic.gov.au/explore/dataset/indicators-of-wellbeing-by-year-future-melbourne/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,88,10,indicator_label | indicator_description | unit | 2012 | 2013 | 2014 | 2015 | 2016 | population | source
ASSET-0109,MOP:insect-records-in-the-city-of-melbourne-from-little-things-that-run-the-city,Insect Records in the City of Melbourne (from Little Things that Run the City),https://data.melbourne.vic.gov.au/explore/dataset/insect-records-in-the-city-of-melbourne-from-little-things-that-run-the-city/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,1295,11,taxa | kingdom | phylum | class | order | family | genus | species | identification_notes | location | sighting_date
ASSET-0081,MOP:employment-by-block-by-anzsic,Jobs per ANZSIC for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-anzsic/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,23,census_year | block_id | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_jobs_in_block
ASSET-0007,MOP:jobs-per-anzsic-in-municipality,Jobs per ANZSIC in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-anzsic-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,22,census_year | clue_small_area | accommodation_and_food_services | administrative_and_support_services | agriculture_forestry_and_fishing | arts_and_recreation_services | construction | education_and_training | electricity_gas_water_and_waste_services | financial_and_insurance_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | mining | other_services | professional_scientific_and_technical_services | public_administration_and_safety | rental_hiring_and_real_estate_services | retail_trade | transport_postal_and_warehousing | wholesale_trade | total_jobs_in_block
ASSET-0082,MOP:employment-by-block-by-clue-industry,Jobs per CLUE industry for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-clue-industry/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,24,census_year | block_id | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_jobs_in_block
ASSET-0110,MOP:jobs-per-clue-industry-in-municipality,Jobs per CLUE industry in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-clue-industry-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,23,census_year | clue_small_area | accommodation | admin_and_support_services | agriculture_and_mining | arts_and_recreation_services | business_services | construction | education_and_training | electricity_gas_water_and_waste_services | finance_and_insurance | food_and_beverage_services | health_care_and_social_assistance | information_media_and_telecommunications | manufacturing | other_services | public_administration_and_safety | real_estate_services | rental_and_hiring_services | retail_trade | transport_postal_and_storage | wholesale_trade | total_jobs_in_block
ASSET-0083,MOP:employment-by-block-by-space-use,Jobs per space use for blocks,https://data.melbourne.vic.gov.au/explore/dataset/employment-by-block-by-space-use/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,13519,41,census_year | block_id | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_jobs_in_block
ASSET-0111,MOP:jobs-per-space-use-in-municipality,Jobs per space use in municipality,https://data.melbourne.vic.gov.au/explore/dataset/jobs-per-space-use-in-municipality/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,23,40,census_year | clue_small_area | commercial_accommodation | common_area | community_use | educational_research | entertainment_recreation_indoor | equipment_installation | hospital_clinic | house_townhouse | institutional_accommodation | manufacturing | office | park_reserve | parking_commercial_covered | parking_commercial_uncovered | parking_private_covered | parking_private_uncovered | performances_conferences_ceremonies | private_outdoor_space | public_display_area | residential_apartment | retail_cars | retail_shop | retail_showroom | retail_stall | sports_and_recreation_outdoor | square_promenade | storage | student_accommodation | transport | transport_storage_uncovered | unoccupied_under_construction | unoccupied_under_demolition_condemned | unoccupied_under_renovation | unoccupied_undeveloped_site | unoccupied_unused | wholesale | workshop_studio | total_jobs_in_block
ASSET-0008,MOP:landmarks-and-places-of-interest-including-schools-theatres-health-services-spor,"Landmarks and places of interest, including schools, theatres, health services, sports facilities, places of worship, galleries and museums.",https://data.melbourne.vic.gov.au/explore/dataset/landmarks-and-places-of-interest-including-schools-theatres-health-services-spor/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,UC00010 | UC00157,Geospatial,242,4,theme | sub_theme | feature_name | co_ordinates
ASSET-0009,MOP:laneways-with-greening-potential,Laneways with greening potential,https://data.melbourne.vic.gov.au/explore/dataset/laneways-with-greening-potential/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,246,23,geo_point_2d | geo_shape | segid_1 | mapbase_mc | insol_scor | verticalsu | segid | driveways | parklane | objectid | climate_ty | narrowing | closepart | farmlane | walls | farm_rank | vert_rank | fores_rank | forest | park_rank | binsperct | mapbase_1 | wsud
ASSET-0112,MOP:litter-traps,Litter Traps,https://data.melbourne.vic.gov.au/explore/dataset/litter-traps/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,63,9,asset_number | asset_description | construct_material_lupvalue | inspection_frequency | maintained_by | object_type_lupvalue | lat | lon | location
ASSET-0113,MOP:live-music-venues,Live Music Venues,https://data.melbourne.vic.gov.au/explore/dataset/live-music-venues/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,227,9,property_number | venue_name | venue_address | space_type | website | lat | lon | location | geolocation
ASSET-0114,MOP:mahlstedts-fire-plans-of-melbourne-1888,Mahlstedt's fire plans of Melbourne 1888,https://data.melbourne.vic.gov.au/explore/dataset/mahlstedts-fire-plans-of-melbourne-1888/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,0,Not stated,Not stated
ASSET-0115,MOP:marine-berths,Marine Berths,https://data.melbourne.vic.gov.au/explore/dataset/marine-berths/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,213,4,geo_point_2d | geo_shape | berth_type | ref
ASSET-0117,MOP:median-house-prices-by-type-and-sale-year,Median House Prices - By Type and Sale Year,https://data.melbourne.vic.gov.au/explore/dataset/median-house-prices-by-type-and-sale-year/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,34,4,sale_year | type | median_price | transaction_count
ASSET-0116,MOP:median-house-prices-by-transfer-year-from-2000-2016,Median House Prices by Transfer Year from 2000 - 2016,https://data.melbourne.vic.gov.au/explore/dataset/median-house-prices-by-transfer-year-from-2000-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,34,4,transfer_year | type | median_price | transaction_count
ASSET-0118,MOP:melbourne-bike-share-station-readings-2011-2017,Melbourne Bike Share Station Readings 2011-2017,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-bike-share-station-readings-2011-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0119,MOP:melbourne-conversations-past-events-2001-2017,Melbourne Conversations past events 2001-2017,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-conversations-past-events-2001-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,296,7,title | date_venue | venue | attendance_est | speakers | partners_sponsors | overview
ASSET-0120,MOP:melbourne-testbed-devices-reference-list,Melbourne Testbed Devices Reference List,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-testbed-devices-reference-list/,City of Melbourne Open Data,City of Melbourne,Sensors,,Tabular,56,8,sensor_name | sensor_id | sensor_type | type_measure | sensor_location | location_name | location_picture_hyperlink | location_picture
ASSET-0121,MOP:melbourne-visitor-contact-stats,Melbourne Visitor Contact Stats,https://data.melbourne.vic.gov.au/explore/dataset/melbourne-visitor-contact-stats/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,476,5,date | number_of_contacts | source | year | month
ASSET-0124,MOP:microclimate-sensor-locations,Microclimate Sensor Locations - Historical,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensor-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,16,9,site_id | gatewayhub_id | site_status | last_data_local | start_reading | end_reading | latitude | longitude | location
ASSET-0125,MOP:microclimate-sensor-readings,Microclimate Sensor Readings-Historical,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensor-readings/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,56,9,local_time | id | site_id | sensor_id | value | type | units | gatewayhub_id | site_status
ASSET-0126,MOP:microclimate-sensors-data,Microclimate sensors data,https://data.melbourne.vic.gov.au/explore/dataset/microclimate-sensors-data/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Sensors | Environment,,Geospatial,988198,16,device_id | received_at | sensorlocation | latlong | minimumwinddirection | averagewinddirection | maximumwinddirection | minimumwindspeed | averagewindspeed | gustwindspeed | airtemperature | relativehumidity | atmosphericpressure | pm25 | pm10 | noise
ASSET-0127,MOP:microlabs-accelerometer-sensor-data,Microlabs Accelerometer Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-accelerometer-sensor-data/,City of Melbourne Open Data,City of Melbourne,Sensors,,Geospatial,3687,14,time | sensor_location | dev_id | sensor_name | lat_long | batv | intrip | mandown | type | speedkmph | latitudedeg | fixfailed | headingdeg | longitudedeg
ASSET-0128,MOP:microlabs-co2-sensor-data,Microlabs CO2 Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-co2-sensor-data/,City of Melbourne Open Data,City of Melbourne,Environment,,Geospatial,341292,11,dev_id | sensor_name | time | temperature | humidity | light | motion | visit | vdd | lat_long | co2
ASSET-0129,MOP:microlabs-sound-sensor-data,Microlabs Sound Sensor Data,https://data.melbourne.vic.gov.au/explore/dataset/microlabs-sound-sensor-data/,City of Melbourne Open Data,City of Melbourne,Sensors,,Geospatial,313336,12,dev_id | sensor_name | time | temperature | humidity | light | motion | visit | vdd | soundpeak | soundavg | lat_long
ASSET-0130,MOP:multicultural-community-profile-2016,Multicultural Community Profile 2016,https://data.melbourne.vic.gov.au/explore/dataset/multicultural-community-profile-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,2374,6,profile | census_year | category | sub_category | sub_order | value
